Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BF16-S5_R1_001_trimmed_2U - polya	(1, 0.0008438343834383438)	(2, 0.0011251125112511251)	(3, 0.0014063906390639064)	(4, 0.0016876687668766876)	(5, 0.0016876687668766876)	(6, 0.0025315031503150313)	(7, 0.003094059405940594)	(8, 0.005063006300630063)	(9, 0.005906840684068407)	(10, 0.006891314131413142)	(12, 0.0074538703870387045)	(14, 0.008578982898289829)	(16, 0.009141539153915391)	(18, 0.009844734473447345)	(20, 0.009985373537353735)	(22, 0.011110486048604859)	(24, 0.011813681368136812)	(26, 0.01279815481548155)	(28, 0.014907740774077407)	(30, 0.01701732673267327)	(32, 0.01983010801080108)	(34, 0.02179905490549055)	(36, 0.023346084608460847)	(38, 0.024330558055805578)	(40, 0.025736948694869487)	(42, 0.029534203420342034)	(44, 0.031362511251125116)	(46, 0.033331458145814584)	(48, 0.03403465346534654)	(50, 0.03515976597659766)	(52, 0.03670679567956796)	(54, 0.038253825382538256)	(56, 0.03966021602160216)	(58, 0.04219171917191719)	(60, 0.04444194419441944)	(62, 0.04584833483348334)	(64, 0.0496455895589559)	(66, 0.052880288028802874)	(68, 0.05597434743474347)	(70, 0.060615436543654366)	(72, 0.06258438343834383)	(74, 0.06455333033303332)	(76, 0.06849122412241224)	(78, 0.072007200720072)	(80, 0.07439806480648065)	(82, 0.07650765076507651)	(84, 0.07960171017101711)	(86, 0.08227385238523852)	(88, 0.08578982898289829)	(90, 0.08972772277227722)	(92, 0.09268114311431143)	(94, 0.09647839783978397)	(96, 0.10055693069306931)	(98, 0.10463546354635464)	(100, 0.10871399639963997)	(102, 0.11363636363636363)	(104, 0.11771489648964897)	(106, 0.1216527902790279)	(108, 0.12657515751575157)	(110, 0.13079432943294328)	(112, 0.1351541404140414)	(114, 0.13754500450045004)	(116, 0.14106098109810983)	(118, 0.14654590459045905)	(120, 0.1518901890189019)	(122, 0.15751575157515751)	(124, 0.16412578757875787)	(126, 0.17073582358235823)	(128, 0.17664266426642666)	(130, 0.18409653465346534)	(132, 0.19042529252925294)	(134, 0.19745724572457246)	(136, 0.2030828082808281)	(138, 0.20688006300630063)
BF16-S5_R1_001_trimmed_2U - polyg	(1, 24.961183618361837)	(2, 24.97862286228623)	(3, 24.985092259225922)	(4, 24.986498649864988)	(5, 24.98706120612061)	(6, 24.988748874887488)	(7, 24.989592709270926)	(8, 24.990436543654365)	(9, 24.99184293429343)	(10, 24.997046579657965)	(12, 25.014907740774078)	(14, 25.01940819081908)	(16, 25.01997074707471)	(18, 25.020392664266424)	(20, 25.020814581458147)	(22, 25.020814581458147)	(24, 25.020955220522055)	(26, 25.021236498649863)	(28, 25.021658415841586)	(30, 25.021939693969397)	(32, 25.02222097209721)	(34, 25.02222097209721)	(36, 25.022783528352836)	(38, 25.022783528352836)	(40, 25.023205445544555)	(42, 25.023908640864086)	(44, 25.02503375337534)	(46, 25.025596309630963)	(48, 25.025596309630963)	(50, 25.02573694869487)	(52, 25.025877587758774)	(54, 25.02686206120612)	(56, 25.028268451845186)	(58, 25.02883100810081)	(60, 25.029252925292532)	(62, 25.03009675967597)	(64, 25.031503150315032)	(66, 25.031784428442844)	(68, 25.03234698469847)	(70, 25.03234698469847)	(72, 25.03319081908191)	(74, 25.034456570657063)	(76, 25.04134788478848)	(78, 25.04359810981098)	(80, 25.044160666066606)	(82, 25.044160666066606)	(84, 25.044723222322233)	(86, 25.046129612961295)	(88, 25.046973447344733)	(90, 25.047395364536456)	(92, 25.04781728172817)	(94, 25.048942394239425)	(96, 25.049786228622864)	(98, 25.050489423942395)	(100, 25.051192619261926)	(102, 25.052599009900987)	(104, 25.054286678667864)	(106, 25.05527115211521)	(108, 25.056255625562557)	(110, 25.056958820882087)	(112, 25.057521377137714)	(114, 25.058505850585057)	(116, 25.059209045904588)	(118, 25.06033415841584)	(120, 25.061037353735372)	(122, 25.061740549054903)	(124, 25.062162466246626)	(126, 25.063287578757876)	(128, 25.063568856885688)	(130, 25.06427205220522)	(132, 25.064693969396938)	(134, 25.065115886588657)	(136, 25.065256525652565)	(138, 25.065678442844284)
BF16-WYS_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0004766580550444722)	(2, 0.0004766580550444722)	(3, 0.0004766580550444722)	(4, 0.0009533161100889444)	(5, 0.0009533161100889444)	(6, 0.0009533161100889444)	(7, 0.0009533161100889444)	(8, 0.0009533161100889444)	(9, 0.0014299741651334166)	(10, 0.0014299741651334166)	(12, 0.0014299741651334166)	(14, 0.0014299741651334166)	(16, 0.0014299741651334166)	(18, 0.0014299741651334166)	(20, 0.0014299741651334166)	(22, 0.0016683031926556526)	(24, 0.0019066322201778888)	(26, 0.002144961247700125)	(28, 0.002383290275222361)	(30, 0.002383290275222361)	(32, 0.003098277357789069)	(34, 0.0038132644403557777)	(36, 0.0038132644403557777)	(38, 0.0038132644403557777)	(40, 0.004051593467878014)	(42, 0.004528251522922486)	(44, 0.004766580550444722)	(46, 0.005243238605489194)	(48, 0.005243238605489194)	(50, 0.005719896660533666)	(52, 0.006196554715578138)	(54, 0.007149870825667083)	(56, 0.007626528880711555)	(58, 0.007626528880711555)	(60, 0.008818174018322737)	(62, 0.010486477210978389)	(64, 0.012869767486200749)	(66, 0.013584754568767458)	(68, 0.01406141262381193)	(70, 0.014299741651334167)	(72, 0.015491386788945346)	(74, 0.016921360954078764)	(76, 0.017874677064167708)	(78, 0.020257967339390066)	(80, 0.02144961247700125)	(82, 0.023594573724701376)	(84, 0.024071231779745846)	(86, 0.024786218862312553)	(88, 0.02621619302744597)	(90, 0.027884496220101623)	(92, 0.030982773577890692)	(94, 0.03455770899072423)	(96, 0.036702670238424356)	(98, 0.04170757981639132)	(100, 0.0455208442567471)	(102, 0.0488574506420584)	(104, 0.052194057027369706)	(106, 0.057437295632858903)	(108, 0.061965547155781384)	(110, 0.06625546965118165)	(112, 0.0712603792291486)	(114, 0.07507364366950436)	(116, 0.07912523713738238)	(118, 0.08532179185296052)	(120, 0.09080335948597196)	(122, 0.09366330781623879)	(124, 0.09628492711898338)	(126, 0.10057484961438364)	(128, 0.10391145599969494)	(130, 0.10891636557766189)	(132, 0.11606623640332898)	(134, 0.12250112014642935)	(136, 0.13108096513722986)	(138, 0.13465590055006338)
BF16-WYS_R1_001_trimmed_2U - polya	(1, 0.0009533161100889444)	(2, 0.0009533161100889444)	(3, 0.0014299741651334166)	(4, 0.0014299741651334166)	(5, 0.0014299741651334166)	(6, 0.0014299741651334166)	(7, 0.0019066322201778888)	(8, 0.002383290275222361)	(9, 0.002859948330266833)	(10, 0.004528251522922486)	(12, 0.005719896660533666)	(14, 0.006196554715578138)	(16, 0.00667321277062261)	(18, 0.00667321277062261)	(20, 0.00667321277062261)	(22, 0.007149870825667083)	(24, 0.007626528880711555)	(26, 0.008103186935756028)	(28, 0.0085798449908005)	(30, 0.009056503045844972)	(32, 0.009533161100889444)	(34, 0.009771490128411681)	(36, 0.010009819155933916)	(38, 0.010009819155933916)	(40, 0.01096313526602286)	(42, 0.01096313526602286)	(44, 0.01096313526602286)	(46, 0.011439793321067333)	(48, 0.01167812234858957)	(50, 0.012631438458678514)	(52, 0.01334642554124522)	(54, 0.014299741651334165)	(56, 0.014776399706378639)	(58, 0.015014728733900876)	(60, 0.015491386788945346)	(62, 0.016921360954078764)	(64, 0.01906632220177889)	(66, 0.020496296366912303)	(68, 0.022164599559567958)	(70, 0.023117915669656902)	(72, 0.024786218862312553)	(74, 0.02621619302744597)	(76, 0.028837812330190567)	(78, 0.030744444550368455)	(80, 0.032174418715501876)	(82, 0.03384272190815753)	(84, 0.035749354128335416)	(86, 0.03598768315585765)	(88, 0.03717932829346883)	(90, 0.03813264440355778)	(92, 0.03956261856869119)	(94, 0.040039276623735666)	(96, 0.04123092176134684)	(98, 0.04218423787143579)	(100, 0.04266089592648026)	(102, 0.043614212036569205)	(104, 0.044329199119135916)	(106, 0.04599750231179157)	(108, 0.047904134531969456)	(110, 0.05004909577966958)	(112, 0.05171739897232523)	(114, 0.05195572799984747)	(116, 0.05290904410993641)	(118, 0.05719896660533666)	(120, 0.06125056007321468)	(122, 0.06744711478879281)	(124, 0.07030706311905965)	(126, 0.07435865658693766)	(128, 0.0779335919997712)	(130, 0.07912523713738238)	(132, 0.10343479794465046)	(134, 0.10581808821987283)	(136, 0.10700973335748401)	(138, 0.10915469460518414)
BF16-gam_R1_001_trimmed_1P - polya	(1, 0.0046495118090941)	(2, 0.006678532126794812)	(3, 0.008601792698206103)	(4, 0.009569298525372272)	(5, 0.011245786355441587)	(6, 0.012456147896309385)	(7, 0.013862360819194626)	(8, 0.017352432446745465)	(9, 0.019381452764446173)	(10, 0.023071292801654805)	(12, 0.02537254654035976)	(14, 0.030198324593269557)	(16, 0.03562732490279308)	(18, 0.0377248932041999)	(20, 0.0395247674049402)	(22, 0.044319209236727206)	(24, 0.048108933478764736)	(26, 0.050500278853197716)	(28, 0.05356927000941105)	(30, 0.059832597206328886)	(32, 0.06586090274482578)	(34, 0.07026364181257791)	(36, 0.07647213062253086)	(38, 0.08174249131262024)	(40, 0.09004854842398001)	(42, 0.09481752957610476)	(44, 0.09796094425748472)	(46, 0.10427519281372709)	(48, 0.10797090839239623)	(50, 0.11420289936819128)	(52, 0.12208395898057318)	(54, 0.12925799510387215)	(56, 0.1329360840581597)	(58, 0.1391504484095732)	(60, 0.14283637141914146)	(62, 0.14564879726491195)	(64, 0.14867470111708145)	(66, 0.15352006430819298)	(68, 0.15843985102447117)	(70, 0.16248614057695154)	(72, 0.16674786664965108)	(74, 0.17052975683640792)	(76, 0.17344598391464766)	(78, 0.17757453104757537)	(80, 0.18093534076299467)	(82, 0.1849640036910935)	(84, 0.18947250250513503)	(86, 0.19205186520630474)	(88, 0.19454113627174646)	(90, 0.19815655278378846)	(92, 0.20177196929583047)	(94, 0.2047626198992368)	(96, 0.2075985479108494)	(98, 0.21077134029953198)	(100, 0.21397351039551715)	(102, 0.21939663516358016)	(104, 0.22342138106403864)	(106, 0.2266548873811466)	(108, 0.22910107114254447)	(110, 0.2322386102824639)	(112, 0.23563663176046656)	(114, 0.23760689666356202)	(116, 0.23999432501035467)	(118, 0.2423660852465859)	(120, 0.24627919585929442)	(122, 0.24932272633584548)	(124, 0.2509463342927701)	(126, 0.252348630188015)	(128, 0.25367454404427303)	(130, 0.25575252720747815)	(132, 0.2577462942764157)	(134, 0.2601728928996119)	(136, 0.2623703454058476)	(138, 0.26447770627635525)
BF16-gam_R1_001_trimmed_1U - polya	(1, 0.014121806880692993)	(2, 0.019990901778560624)	(3, 0.024825596809371124)	(4, 0.027389109523382273)	(5, 0.03249364799777289)	(6, 0.03977942097443616)	(7, 0.0444791942834566)	(8, 0.09057744922839392)	(9, 0.0977507874368988)	(10, 0.10410335183784747)	(12, 0.10880312514686791)	(14, 0.1304243310637251)	(16, 0.14597405950002956)	(18, 0.1497293807565196)	(20, 0.15315864118535027)	(22, 0.16268186604836538)	(24, 0.16820241316494206)	(26, 0.17084463021666405)	(28, 0.17625274256508228)	(30, 0.18763114110271073)	(32, 0.19692949642940907)	(34, 0.20271988698956583)	(36, 0.21236679009755516)	(38, 0.2191803370479532)	(40, 0.2330660309155136)	(42, 0.241037655977943)	(44, 0.24611970749870193)	(46, 0.2556654193153487)	(48, 0.261140992524662)	(50, 0.2700345826859902)	(52, 0.2817952594353571)	(54, 0.2946915273431237)	(56, 0.3007967352541239)	(58, 0.3096116210777412)	(60, 0.31453626392307843)	(62, 0.31932598504662557)	(64, 0.3243967930905687)	(66, 0.3327506963647366)	(68, 0.33903579990479027)	(70, 0.345455825166634)	(72, 0.3516172504617134)	(74, 0.3568117367506307)	(76, 0.3608481449275167)	(78, 0.36781910055333644)	(80, 0.3736657084975724)	(82, 0.3798721076999152)	(84, 0.38583115041230953)	(86, 0.3889343500134809)	(88, 0.3923636104423116)	(90, 0.3975468532544131)	(92, 0.4021229483184593)	(94, 0.40622681735624033)	(96, 0.4095661299705443)	(98, 0.4140860076505114)	(100, 0.4186733461913734)	(102, 0.4279492145644401)	(104, 0.43353722254191174)	(106, 0.4364605265140297)	(108, 0.4388891175062508)	(110, 0.44212723882921223)	(112, 0.4457476383639122)	(114, 0.4480188206807116)	(116, 0.4501213508452733)	(118, 0.45231382882436183)	(120, 0.45590049792861426)	(122, 0.4580255150468077)	(124, 0.4592847844501816)	(126, 0.4606340016680822)	(128, 0.4619494884555353)	(130, 0.46339989696477846)	(132, 0.4646928967985999)	(134, 0.4661882792151064)	(136, 0.46762744424753366)	(138, 0.46897666146543426)
BF16-gam_R1_001_trimmed_2P - polya	(1, 0.003540992986875372)	(2, 0.005221397844585035)	(3, 0.006815628094207021)	(4, 0.007646037953960981)	(5, 0.008969993296398896)	(6, 0.01005892698041588)	(7, 0.01126537149364333)	(8, 0.01433240413603649)	(9, 0.016075481435991735)	(10, 0.018846778491538554)	(12, 0.020623150526436762)	(14, 0.025047433246210803)	(16, 0.029387499871717345)	(18, 0.031128618657852415)	(20, 0.03266996903432969)	(22, 0.03630105365693309)	(24, 0.03930149682944031)	(26, 0.04143431837961027)	(28, 0.0442584953083018)	(30, 0.049039227543347594)	(32, 0.05383171086131443)	(34, 0.057887792982895675)	(36, 0.06310135677220001)	(38, 0.06739050203838201)	(40, 0.07402986388877333)	(42, 0.07792730639092046)	(44, 0.08060067775545855)	(46, 0.08526781618893423)	(48, 0.088195794350095)	(50, 0.09327422068580729)	(52, 0.099378908263291)	(54, 0.1056755301951518)	(56, 0.10855846253844856)	(58, 0.11349000033764778)	(60, 0.1164688998581331)	(62, 0.11897579754795637)	(64, 0.12176667974170494)	(66, 0.12627126152810614)	(68, 0.13058782598777058)	(70, 0.13398388895195304)	(72, 0.1374484998998416)	(74, 0.14049986443167337)	(76, 0.14298717698329488)	(78, 0.14653992105309133)	(80, 0.1494600651589714)	(82, 0.15267790336551798)	(84, 0.15656359478474408)	(86, 0.15888051663401043)	(88, 0.16108580319552682)	(90, 0.16425663707038923)	(92, 0.16745880716637443)	(94, 0.17008321568540816)	(96, 0.17256465269556917)	(98, 0.17512443025853713)	(100, 0.1780994127513821)	(102, 0.1825021518191342)	(104, 0.18577091138500534)	(106, 0.18840315395931978)	(108, 0.19052030739892833)	(110, 0.19318584470818573)	(112, 0.1963370934448464)	(114, 0.19837590633164798)	(116, 0.20069674520855468)	(118, 0.20275122620591768)	(120, 0.20600823468886775)	(122, 0.20871294227452863)	(124, 0.21035025982819447)	(126, 0.2118876931770314)	(128, 0.21327236244789471)	(130, 0.2151584112567227)	(132, 0.21686427679409462)	(134, 0.21880124696224715)	(136, 0.22091448337421535)	(138, 0.22283970245944684)
BF16-gam_R1_001_trimmed_2P - polyg	(1, 1.1806234670222702)	(2, 1.1830676922698478)	(3, 1.183518150448488)	(4, 1.1836865826370229)	(5, 1.183745338051628)	(6, 1.1838197615767947)	(7, 1.183866765908479)	(8, 1.1839255213230842)	(9, 1.1840430321522946)	(10, 1.1841977547440883)	(12, 1.1847187194202549)	(14, 1.184822520652724)	(16, 1.1848734420120488)	(18, 1.1849126122884521)	(20, 1.1849576581063161)	(22, 1.1849987868965397)	(24, 1.1850399156867635)	(26, 1.1850673348802458)	(28, 1.1850869200184477)	(30, 1.18511433921193)	(32, 1.185180928681816)	(34, 1.1852455596378817)	(36, 1.1852827714004652)	(38, 1.185325858704509)	(40, 1.1853963652020352)	(42, 1.1854688302133816)	(44, 1.1855334611694475)	(46, 1.1856431379433774)	(48, 1.185743022148206)	(50, 1.1858252797286535)	(52, 1.1858899106847192)	(54, 1.1859251639334825)	(56, 1.1859937119171884)	(58, 1.186089679094377)	(60, 1.1861406004537014)	(62, 1.186248318713811)	(64, 1.1863325348080787)	(66, 1.1864304604990874)	(68, 1.186526427676276)	(70, 1.1866106437705435)	(72, 1.1866713576989687)	(74, 1.1867477397379556)	(76, 1.186886794219188)	(78, 1.1869866784240168)	(80, 1.1870454338386223)	(82, 1.1871531520987317)	(84, 1.1872275756238984)	(86, 1.1873255013149069)	(88, 1.1873960078124333)	(90, 1.1874567217408587)	(92, 1.1875350622936658)	(94, 1.187572274056249)	(96, 1.1876271124432138)	(98, 1.1876799923163586)	(100, 1.1877387477309638)	(102, 1.1878131712561304)	(104, 1.1878915118089375)	(106, 1.1879443916820822)	(108, 1.1880188152072488)	(110, 1.1881265334673583)	(112, 1.188191164423424)	(114, 1.1882655879485906)	(116, 1.1883478455290382)	(118, 1.1884046424298231)	(120, 1.1884633978444283)	(122, 1.1885260702866738)	(124, 1.1885985352980204)	(126, 1.1886768758508275)	(128, 1.1888492250670026)	(130, 1.1889804454929545)	(132, 1.189078371183963)	(134, 1.1891939234993534)	(136, 1.189346687577327)	(138, 1.1895209953073225)
BF16-gam_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0014441809616512187)	(2, 0.0014441809616512187)	(3, 0.0014441809616512187)	(4, 0.0014441809616512187)	(5, 0.0014441809616512187)	(6, 0.0014441809616512187)	(7, 0.0014441809616512187)	(8, 0.0014441809616512187)	(9, 0.0014441809616512187)	(10, 0.0014441809616512187)	(12, 0.0014441809616512187)	(14, 0.0014441809616512187)	(16, 0.0014441809616512187)	(18, 0.0014441809616512187)	(20, 0.0017330171539814625)	(22, 0.0017330171539814625)	(24, 0.0020218533463117064)	(26, 0.0031771981156326814)	(28, 0.004765797173449021)	(30, 0.006209978135100241)	(32, 0.0092427581545678)	(34, 0.013286464847191213)	(36, 0.016896917251319258)	(38, 0.023540149674914863)	(40, 0.027295020175208032)	(42, 0.03090547257933608)	(44, 0.03523801546428974)	(46, 0.03725986881060145)	(48, 0.03841521357992242)	(50, 0.03942614025307827)	(52, 0.03985939454157364)	(54, 0.04014823073390388)	(56, 0.04058148502239925)	(58, 0.04130357550322485)	(60, 0.04130357550322485)	(62, 0.04130357550322485)	(64, 0.04217008408021559)	(66, 0.04289217456104119)	(68, 0.04318101075337144)	(70, 0.04346984694570169)	(72, 0.04433635552269241)	(74, 0.044769609811187785)	(76, 0.04635820886900412)	(78, 0.046791463157499484)	(80, 0.0475135536383251)	(82, 0.0488133165038112)	(84, 0.04982424317696704)	(86, 0.05097958794628803)	(88, 0.05314585938876485)	(90, 0.053723531773425336)	(92, 0.05473445844658119)	(94, 0.05718956608138827)	(96, 0.060800018485516305)	(98, 0.06354396231265362)	(100, 0.06585465185129558)	(102, 0.0700427766400841)	(104, 0.0745197376212029)	(106, 0.07986320717931239)	(108, 0.08506225864125679)	(110, 0.08896154723771507)	(112, 0.09300525393033848)	(114, 0.09993732254626433)	(116, 0.10600288258519945)	(118, 0.11062426166248335)	(120, 0.11336820548962068)	(122, 0.11654540360525335)	(124, 0.11928934743239067)	(126, 0.1234774722211792)	(128, 0.12781001510613285)	(130, 0.13156488560642604)	(132, 0.1347420837220587)	(134, 0.13820811803002164)	(136, 0.14080764376099383)	(138, 0.14384042378046138)
BF16-gam_R1_001_trimmed_2U - polya	(1, 0.0031771981156326814)	(2, 0.004910215269614143)	(3, 0.005487887654274631)	(4, 0.005487887654274631)	(5, 0.006065560038935118)	(6, 0.006643232423595606)	(7, 0.00693206861592585)	(8, 0.008665085769907313)	(9, 0.010686939116219018)	(10, 0.010975775308549263)	(12, 0.011264611500879505)	(14, 0.012708792462530726)	(16, 0.014441809616512188)	(18, 0.015885990578163405)	(20, 0.017907843924475114)	(22, 0.020074115366951938)	(24, 0.022673641097924135)	(26, 0.02382898586724511)	(28, 0.026284093502052183)	(30, 0.03133872686783145)	(32, 0.034660343079629244)	(34, 0.03812637738759217)	(36, 0.041159157407059735)	(38, 0.04361426504186681)	(40, 0.04953540698463681)	(42, 0.05314585938876485)	(44, 0.05661189369672777)	(46, 0.06267745373566289)	(48, 0.06513256137046997)	(50, 0.06874301377459802)	(52, 0.07307555665955168)	(54, 0.07856344431382631)	(56, 0.08376249577577069)	(58, 0.08968363771854068)	(60, 0.09372734441116409)	(62, 0.09618245204597117)	(64, 0.09935965016160385)	(66, 0.10658055496985994)	(68, 0.11264611500879507)	(70, 0.11900051124006042)	(72, 0.1273767608176375)	(74, 0.1353197561067192)	(76, 0.14297391520347064)	(78, 0.1510613285887175)	(80, 0.15727130672381773)	(82, 0.16405895724357844)	(84, 0.17055777157100893)	(86, 0.1757568230329533)	(88, 0.18008936591790697)	(90, 0.190776305034126)	(92, 0.20016348128485892)	(94, 0.20825089467010574)	(96, 0.2166271442476828)	(98, 0.22543664811375524)	(100, 0.23179104434502062)	(102, 0.24637727205769794)	(104, 0.2569197930777518)	(106, 0.2645739521745033)	(108, 0.27323903794441057)	(110, 0.28074877894499695)	(112, 0.2918689723497113)	(114, 0.2999563857349581)	(116, 0.3097768162741864)	(118, 0.31916399252491934)	(120, 0.3414043793343481)	(122, 0.3565682794316859)	(124, 0.36480011091309783)	(126, 0.37534263193315176)	(128, 0.38646282533786613)	(130, 0.405237177839332)	(132, 0.4150576083785603)	(134, 0.4244447846292932)	(136, 0.43542055993784246)	(138, 0.44596308095789633)
